versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-acosta-deepspace-celestial-bodies-registry-01,draft-acosta-deepspace-celestial-bodies-registry,1,new-draft,ignored_after_review,ignored_after_review,0,none,Defining a Celestial Bodies Registry for Deep Space Internet Addressing,"This document proposes the creation of a formalized registry for
   celestial bodies within the Internet Assigned Numbers Authority
   (IANA) to support routing and address allocation in deep space
   networks.  As internet architecture expands to interplanetary scales,
   routing protocols rely on hierarchical aggregation based on planetary
   and celestial entities.  However, the IETF currently lacks a
   standardized taxonomical framework or mapping mechanism to uniquely
   identify these entities.  This document outlines the requirements for
   establishing such a registry, suggests leveraging definitions from
   the International Astronomical Union (IAU), and discusses the
   integration of these identifiers into the deep space routing
   architecture.",https://datatracker.ietf.org/doc/draft-acosta-deepspace-celestial-bodies-registry/,2026-08-30,
draft-aegisfs-secdispatch-rats-00,draft-aegisfs-secdispatch-rats,0,new-draft,adjacent_watchlist,ignored_after_review,2,none,AegisFS: AI-Driven Programmable Secure File Runtime and Intelligent Workspace Architecture with Octal OpCode Processing and Policy-Driven Language Architecture,"This document specifies AegisFS, a programmable secure file and
   folder runtime that transforms ordinary filesystem objects into
   intelligent, policy-driven, state-aware, execution-aware, and
   behavior-aware security objects.

   This draft introduces two novel technical contributions:",https://datatracker.ietf.org/doc/draft-aegisfs-secdispatch-rats/,2026-08-30,
draft-agentic-ai-tool-execution-finality-00,draft-agentic-ai-tool-execution-finality,0,new-draft,read_now,agent_identity,10,none,"Execution Finality for Agentic AI: Stopping Unauthorized Tool Calls, Memory Writes, and Real-World Consequences Before They Happen (DAS -- Decoupled Authorisation System)","Agentic AI systems now call tools, write memory, move money, change
   infrastructure, and trigger physical actions.  Most safety layers
   still decide permission upstream and then trust the downstream path.
   Once that path is compromised, or once the approved request is
   widened, replayed, or substituted, the act becomes real before any
   audit can stop it.

   This document specifies a protected execution-finality architecture
   of the Decoupled Authorisation System (DAS).  It is built on four
   mechanisms: (1) two-instance binding that separates collection-time
   evidence from execution-time validation, (2) mutually load-bearing,
   cross-committed protected evidence so that no single artifact
   authorizes effectuation, (3) scoped non-bearer finality authority
   whose possession alone is never enough, and (4) independent Finality
   Sink reconstruction that re-derives the actual pending operation at
   the effectuation boundary and permits the act only when every
   required condition still matches.

   A Candidate Act remains in a Non-Effective State until the Finality
   Sink has reconstructed the operation, verified the protected evidence
   against sink-local monotonic state, and advanced that state.  Failure
   at any step produces fail-closed denial before effectuation rather
   than post-event remediation.  The architecture is applicable to
   agentic tool use, MCP and connector frameworks, RAG and vector-memory
   systems, cloud control planes, financial settlement, telecom routing,
   and cyber-physical control.

   The document elaborates the problem space, compares the approach with
   representative existing techniques, presents the detailed solution
   and its advantages, supplies JSON Schema definitions for core
   protected objects, and includes an industry-relevance section.
   Related Indian provisional applications and PCT filings appear in the
   final appendix.",https://datatracker.ietf.org/doc/draft-agentic-ai-tool-execution-finality/,2026-08-30,
draft-agentic-ai-usecases-requirements-02,draft-agentic-ai-usecases-requirements,2,new-draft,read_now,core_identity,13,none,Agentic AI Use Cases and Requirements,"This document describes use cases for agentic AI communication
   systems and derives protocol requirements from those use cases.  The
   requirements are intended to guide IETF standardization work on
   protocols in the context of agent-to-agent communication, agent-to-
   tool communication, with focus on multimodal communication, session
   management, discovery, communication security, agent identity and
   authentication.",https://datatracker.ietf.org/doc/draft-agentic-ai-usecases-requirements/,2026-08-30,
draft-anjum-nmop-anomaly-detection-evaluation-01,draft-anjum-nmop-anomaly-detection-evaluation,1,new-draft,ignored_after_review,ignored_after_review,0,none,Evaluation Methodology for Machine-Learning-Based Network Anomaly Detection,"The Network Management Operations (NMOP) working group has adopted
   documents describing an architecture, an operational lifecycle, and a
   semantics for network anomaly detection.  Those documents direct
   implementers to minimize false positives and false negatives, but do
   not define how the accuracy of an anomaly detection implementation is
   to be measured, compared, or tracked over time.  This document
   describes an evaluation methodology for machine-learning-based
   anomaly detection systems operating on network and infrastructure
   telemetry: the metrics to report and their known failure modes, a
   benchmarking procedure based on controlled fault injection and
   replay, and the properties a benchmark dataset needs in order to
   support reproducible, comparable evaluation.  The methodology is
   informational and complements the adopted NMOP anomaly-detection
   documents.",https://datatracker.ietf.org/doc/draft-anjum-nmop-anomaly-detection-evaluation/,2026-08-30,
draft-asor-wimse-agent-delegation-chain-00,draft-asor-wimse-agent-delegation-chain,0,new-draft,read_now,authorization,22,none,Verifiable Attenuated Delegation for AI Agent Chains,"AI agents increasingly delegate tasks to other agents.  Each
   delegation should convey only a subset of the delegating party's
   authority, that subset should be bounded in scope, magnitude, and
   time, and any enforcement point should be able to verify -- offline,
   with no call to an authorization server -- that a token presented at
   hop N carries authority no greater than the token at hop N-1, back to
   a trusted root.  OAuth 2.0 Token Exchange (RFC 8693) models two-party
   delegation and records prior actors in a nested ""act"" claim, but that
   claim is informational only and cannot enforce attenuation across a
   chain of depth two or more.  This document defines the Agent
   Delegation Chain: a profile of OAuth 2.0 JWT access tokens (RFC 9068)
   that carries authority as Rich Authorization Requests (RFC 9396),
   links each delegation to its parent by a cryptographic byte-
   commitment, and specifies a deterministic offline verification
   algorithm that enforces monotonic attenuation, bounded depth, and
   monotonic expiry.  It reuses existing JOSE, proof-of-possession (RFC
   9449), and status-list machinery (the OAuth Status List draft) and
   introduces no new cryptography.",https://datatracker.ietf.org/doc/draft-asor-wimse-agent-delegation-chain/,2026-08-30,
draft-beeram-teas-rsvp-srv6-00,draft-beeram-teas-rsvp-srv6,0,new-draft,adjacent_watchlist,ignored_after_review,2,none,Signaling RSVP-TE Tunnels on an SRv6 Forwarding Plane Using End.X Segment Identifiers,"RFC 8577 defines mechanisms to signal RSVP-TE tunnels on a shared
   MPLS forwarding plane by introducing the notion of per-TE link labels
   that are functionally equivalent to SR-MPLS adjacency segments.  This
   document extends that work to the SRv6 data plane, defining the
   signaling extensions and procedures necessary to establish RSVP-TE
   tunnels that utilize SRv6 Segment Identifiers (SIDs) for forwarding.

   This document specifies how SRv6 End.X SIDs serve as TE link SIDs,
   defines new RSVP signaling extensions for carrying SRv6 SIDs,
   describes TE path segment-list construction procedures at the
   ingress, and adapts the delegation mechanisms of RFC 8577 to use SRv6
   Binding SIDs.  The result couples the traffic engineering
   capabilities of the RSVP-TE control plane with the native IPv6
   forwarding of SRv6.",https://datatracker.ietf.org/doc/draft-beeram-teas-rsvp-srv6/,2026-08-30,
draft-blake-bmwg-agent-payment-measurement-00,draft-blake-bmwg-agent-payment-measurement,0,new-draft,monitor,authorization,5,none,Out-of-Path Measurement Methodology for Agent-Initiated Payment Rails,"Agent-initiated payments now execute across several settlement rails
   with materially different finality semantics, authorization
   primitives and failure modes.  Published comparisons of these rails
   are commonly self-asserted, and commonly do not state a procedure
   another party could reproduce.  This document specifies a measurement
   methodology for such rails.  It defines finality per rail at its
   ecosystem-canonical reliance level rather than imposing a single
   definition, separates payment-validation latency from challenge-
   issuance latency as distinct and non-comparable quantities, and
   specifies an out-of-path observation posture in which the measuring
   party never holds funds, keys or signing authority.  It states
   reporting requirements, including mandatory disclosure of limitations
   and a prohibition on merging observer-clock and payer-clock
   measurements.  It defines no payment protocol and recommends no rail.",https://datatracker.ietf.org/doc/draft-blake-bmwg-agent-payment-measurement/,2026-08-30,
draft-bonica-tcpm-extended-options-05,draft-bonica-tcpm-extended-options,5,new-draft,adjacent_watchlist,core_identity,3,none,An Upgraded TCP Session Type,"Currently, TCP maintains ordinary sessions (SES-O) in which ordinary
   segments (SEG-O) are exchanged.  Each SEG-O can accommodate up to 40
   octets of options.

   In the future, applications may require more than 40 octets of
   options.  For example, an application may use a 36-byte TCP
   Authentication Option (TCP-AO), leaving insufficient space for other
   required options.

   Therefore, this document describes an experiment in which upgraded
   sessions (SES-U) and upgraded segments (SEG-U) are introduced.  Each
   SEG-U can accommodate up to 1,016 octets of Individual Options.",https://datatracker.ietf.org/doc/draft-bonica-tcpm-extended-options/,2026-08-30,
draft-bonica-tcpm-tcp-ao-long-algs-06,draft-bonica-tcpm-tcp-ao-long-algs,6,new-draft,adjacent_watchlist,core_identity,3,none,Cryptographic Algorithms That Produce 256-bit MACs For Use With TCP-AO,"RFC5926 creates a list of cryptographic algorithms that can be used
   with TCP-AO.  This document expands that list, adding two Message
   Authentication Code (MAC) algorithms, HMAC-SHA256 and KMAC256.  For
   each MAC algorithm, a corresponding Key Derivation Function (KDF) is
   also added.

   The MAC algorithms described by this document produce 256-bit (i.e.,
   32-byte) MACs.  When 32-byte MACs are encoded in TCP-AO, the TCP-AO
   consumes 36 of the 40 bytes available for TCP options.",https://datatracker.ietf.org/doc/draft-bonica-tcpm-tcp-ao-long-algs/,2026-08-30,
