versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-agentic-ai-usecases-requirements-02,draft-agentic-ai-usecases-requirements,2,new-draft,read_now,core_identity,13,none,Agentic AI Use Cases and Requirements,"This document describes use cases for agentic AI communication
   systems and derives protocol requirements from those use cases.  The
   requirements are intended to guide IETF standardization work on
   protocols in the context of agent-to-agent communication, agent-to-
   tool communication, with focus on multimodal communication, session
   management, discovery, communication security, agent identity and
   authentication.",https://datatracker.ietf.org/doc/draft-agentic-ai-usecases-requirements/,2026-08-26,
draft-alves-prp-architecture-00,draft-alves-prp-architecture,0,new-draft,adjacent_watchlist,core_identity,3,none,The Participant Relationship Protocol (PRP): A Relationship-Centric Network Architecture,"This document describes the architecture of the Participant
   Relationship Protocol (PRP).  PRP treats a relationship, rather than
   an address, route, transport connection, or identity alone, as the
   primary persistent context in which communication is authorized and
   continuity is evaluated.  It separates relationships from the
   replaceable identities, sessions, trajectories, routes, paths,
   adjacencies, transports, and carriers that realize communication.

   PRP is independent of IP and of any other particular network-layer
   protocol.  IP-based and non-IP carriers are optional realizations of
   the same relationship-centric architecture.

   The document defines terminology, architectural invariants, layering
   boundaries, security and privacy requirements, and criteria for
   evaluating relationship-centric protocol designs.  It intentionally
   does not define a wire format, cryptographic suite, routing
   algorithm, carrier technology, deployment architecture, or IANA
   registry.",https://datatracker.ietf.org/doc/draft-alves-prp-architecture/,2026-08-26,
draft-anjum-nmop-anomaly-detection-evaluation-01,draft-anjum-nmop-anomaly-detection-evaluation,1,new-draft,ignored_after_review,ignored_after_review,0,none,Evaluation Methodology for Machine-Learning-Based Network Anomaly Detection,"The Network Management Operations (NMOP) working group has adopted
   documents describing an architecture, an operational lifecycle, and a
   semantics for network anomaly detection.  Those documents direct
   implementers to minimize false positives and false negatives, but do
   not define how the accuracy of an anomaly detection implementation is
   to be measured, compared, or tracked over time.  This document
   describes an evaluation methodology for machine-learning-based
   anomaly detection systems operating on network and infrastructure
   telemetry: the metrics to report and their known failure modes, a
   benchmarking procedure based on controlled fault injection and
   replay, and the properties a benchmark dataset needs in order to
   support reproducible, comparable evaluation.  The methodology is
   informational and complements the adopted NMOP anomaly-detection
   documents.",https://datatracker.ietf.org/doc/draft-anjum-nmop-anomaly-detection-evaluation/,2026-08-26,
draft-barrett-dnsop-domain-set-00,draft-barrett-dnsop-domain-set,0,new-draft,read_now,trust_infrastructure,7,none,The Domain Set Discovery Protocol (domain-set),"Organizations commonly operate under multiple domain names: a primary
   website, legacy names, defensive registrations, divisional brands,
   and names in restricted or verified top-level domains.  No standard
   mechanism exists for a domain owner to declare, in a machine-readable
   and verifiable way, which domains belong to the same organization.
   This document defines ""domain-set"", a protocol by which domain
   operators publish membership in a set of domains using a DNS TXT
   record as the discovery mechanism.  The record either lists the
   members directly or references an extensible Domain Set Manifest
   retrieved over HTTPS.  Mutual attestation is the validation
   requirement: a link between two domains is valid only when both
   domains independently publish records naming each other.  Every
   direction of a link MUST be retrieved over an authenticated channel,
   by DNSSEC or by the Web PKI.  The protocol enables browsers, security
   tooling, and AI systems to answer the question ""are these two domains
   operated by the same organization?"" from first-party, owner-published
   data rather than inference.",https://datatracker.ietf.org/doc/draft-barrett-dnsop-domain-set/,2026-08-26,
draft-beeram-teas-rsvp-srv6-00,draft-beeram-teas-rsvp-srv6,0,new-draft,adjacent_watchlist,ignored_after_review,2,none,Signaling RSVP-TE Tunnels on an SRv6 Forwarding Plane Using End.X Segment Identifiers,"RFC 8577 defines mechanisms to signal RSVP-TE tunnels on a shared
   MPLS forwarding plane by introducing the notion of per-TE link labels
   that are functionally equivalent to SR-MPLS adjacency segments.  This
   document extends that work to the SRv6 data plane, defining the
   signaling extensions and procedures necessary to establish RSVP-TE
   tunnels that utilize SRv6 Segment Identifiers (SIDs) for forwarding.

   This document specifies how SRv6 End.X SIDs serve as TE link SIDs,
   defines new RSVP signaling extensions for carrying SRv6 SIDs,
   describes TE path segment-list construction procedures at the
   ingress, and adapts the delegation mechanisms of RFC 8577 to use SRv6
   Binding SIDs.  The result couples the traffic engineering
   capabilities of the RSVP-TE control plane with the native IPv6
   forwarding of SRv6.",https://datatracker.ietf.org/doc/draft-beeram-teas-rsvp-srv6/,2026-08-26,
draft-bortzmeyer-dnsop-poisonlicious-06,draft-bortzmeyer-dnsop-poisonlicious,6,new-draft,ignored_after_review,ignored_after_review,0,none,Synchronizing caches of DNS resolvers,"Networks of cooperating and mutually trusting DNS resolvers could
   benefit from cache sharing, where one resolver would distribute the
   result of a resolution to other resolvers.  This document
   standardizes a protocol to do so.",https://datatracker.ietf.org/doc/draft-bortzmeyer-dnsop-poisonlicious/,2026-08-26,
draft-chen-oauth-agent-authz-use-cases-03,draft-chen-oauth-agent-authz-use-cases,3,new-draft,read_now,authorization,8,none,Agent Authorization use cases and gap analysis,"This document provides a systematic analysis of these emerging agent-
   based use cases.  It categorizes them into distinct scenarios,
   details their specific authorization requirements, and performs a
   comprehensive gap analysis against the existing OAuth 2.0
   framework[RFC6749] and its common extensions.  The analysis
   identifies fundamental gaps and requirements, providing a foundation
   for future work on new extensions within the OAuth Working Group
   toward creating a more secure and interoperable ecosystem for agent-
   based systems.",https://datatracker.ietf.org/doc/draft-chen-oauth-agent-authz-use-cases/,2026-08-26,
draft-chen-spring-srv6-compressed-bsid-insertion-03,draft-chen-spring-srv6-compressed-bsid-insertion,3,new-draft,ignored_after_review,ignored_after_review,0,none,SRv6 NET-PGM extension: Compressed BSID Insertion,"The End.B6.Insert and End.B6.Insert.Red SHOULD support the NEXT-CSID
   flavor either individually or in combinations.  This document defines
   the SRH processing of the End.B6.Insert and End.B6.Insert.Red with
   NEXT-CSID.",https://datatracker.ietf.org/doc/draft-chen-spring-srv6-compressed-bsid-insertion/,2026-08-26,
draft-claise-green-capability-discovery-00,draft-claise-green-capability-discovery,0,new-draft,adjacent_watchlist,adjacent_watchlist,3,none,Discovering the Power State Capabilities of Components,"This document defines a YANG module that augments the system
   capabilities model of RFC 9196 to allow a network element to
   advertise, per hardware Component, the set of Power States that the
   Component supports together with a static characterization of each
   such state: the nominal Power the Component draws in that state.

   This capability model complements the operational Power and Energy
   data model defined in the GREEN Power and Energy YANG module, which
   reports the current Power State and the measured Power of a
   Component, but not which Power States are available or how much Power
   each draws.  It is anchored to the hardware inventory of RFC 8348,
   reuses the Power State identities of the GREEN Power and Energy
   model, and, because it is static, may be provided at implementation
   time as YANG instance data per RFC 9195 so that an Energy Management
   System can learn a platform's Power State capabilities before the
   equipment is deployed or even powered on.",https://datatracker.ietf.org/doc/draft-claise-green-capability-discovery/,2026-08-26,
draft-correctover-ccs-07,draft-correctover-ccs,7,new-draft,read_now,core_identity,8,none,Correctover Conformance Shape (CCS): Runtime Verification for AI Agent Tool Calls,"This document defines the Correctover Conformance Shape (CCS), a
   runtime verification framework for AI agent tool calls.  CCS
   specifies seven verification dimensions (Structure, Schema, Latency,
   Cost, Identity, Integrity, Security) that tool calls and results must
   conform to at runtime.  The framework defines a receipt format with
   Ed25519 signatures, three verdict values (allow, deny, escalate) and
   four executor lifecycle states (confirmed, dispatched, indeterminate,
   unknown), and normative requirements for implementations.

   This revision promotes AEB and CAID to Normative References,
   specifies the detached Ed25519 signature construction over RFC 8785
   canonical JSON, clarifies receipt lifecycle and signing-algorithm
   conformance, and documents two independent interoperable
   implementations (Section 21).",https://datatracker.ietf.org/doc/draft-correctover-ccs/,2026-08-26,
