versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-ahuja-agent-routing-policy-00,draft-ahuja-agent-routing-policy,0,new-draft,read_now,authorization,7,none,A Policy Grammar for Inter-Domain Agent Routing,"Agent tasks are delegated across organizational boundaries.  Existing
   work specifies how agents are identified, discovered, and described,
   states requirements for cross-domain isolation and authorization, and
   identifies the absence of a mechanism for expressing capability
   policy as a gap.  This document defines four policy attributes for
   inter-domain agent delegation, the declarations each attribute
   carries, and a validity condition on delegation chains that no party
   establishes by observing the whole chain.  Whether independently
   chosen policies converge is analysed in separate work.",https://datatracker.ietf.org/doc/draft-ahuja-agent-routing-policy/,2026-09-20,
draft-augustyn-intarea-ipref-08,draft-augustyn-intarea-ipref,8,new-draft,ignored_after_review,ignored_after_review,0,none,IP Addressing with References (IPREF),"IP addressing with references, or IPREF for short, is a method for
   end-to-end communication across different address spaces normally not
   reachable through native means.  IPREF uses references to addresses
   instead of real addresses.  It allows to reach across NAT/NAT6 and
   across protocols IPv4/IPv6.  It is a pure layer 3 addressing feature
   that works with existing network protocols.

   IPREF forms addresses (IPREF addresses) made of context addresses and
   references.  These IPREF addresses are publishable in Domain Name
   System (DNS).  Any host in any address space, including behind NAT/
   NAT6 or employing different protocol IPv4/IPv6, may publish IPREF
   addresses of its services in DNS.  These services will be reachable
   from any address space, including those running different protocol
   IPv4/IPv6 or behind NAT/NAT6, provided both ends support IPREF.

   IPREF provides much needed IPv4/IPv6 compatibility for the de facto
   mixed protocol Internet.",https://datatracker.ietf.org/doc/draft-augustyn-intarea-ipref/,2026-09-20,
draft-bernardos-cats-anchoring-aiml-selection-01,draft-bernardos-cats-anchoring-aiml-selection,1,new-draft,adjacent_watchlist,ignored_after_review,2,none,AI/ML-Enabled Computing Aware Traffic Steering using IP address anchoring,"The IETF CATS WG addresses the problem of how the network
   infrastructure can steer traffic between clients of a service and
   sites offering the service, considering both network metrics (such as
   bandwidth and latency), and compute metrics (such as processing,
   storage capabilities, and capacity).

   This document describes solutions to enable the network to select the
   best site to instantiate a processing service (using distributed
   sensing as an application example), augmenting CATS enabled solutions
   that consider both connectivity and computing, to also consider AI/ML
   and data capabilities and governance policies.",https://datatracker.ietf.org/doc/draft-bernardos-cats-anchoring-aiml-selection/,2026-09-20,
draft-bernardos-cats-anchoring-service-mobility-05,draft-bernardos-cats-anchoring-service-mobility,5,new-draft,ignored_after_review,ignored_after_review,0,none,Service Mobility-Enabled Computing Aware Traffic Steering using IP address anchoring,"The IETF CATS WG addresses the problem of how the network
   infrastructure can steer traffic between clients of a service and
   sites offering the service, considering both network metrics (such as
   bandwidth and latency), and compute metrics (such as processing,
   storage capabilities, and capacity).

   This document defines new extensions and procedures for a terminal
   connected to a network infrastructure, to benefit from transparent
   service migration adapting to specific connectivity and computing
   requirements, so traffic is always steered to an instance meeting
   both requirements.  Both CATS-aware and -unaware terminals are
   considered.  Exemplary signaling control messages and operation
   extending the well-known Proxy Mobile IPv6 protocol are also defined.",https://datatracker.ietf.org/doc/draft-bernardos-cats-anchoring-service-mobility/,2026-09-20,
draft-bernardos-cats-anchoring-terminal-mobility-02,draft-bernardos-cats-anchoring-terminal-mobility,2,new-draft,ignored_after_review,ignored_after_review,0,none,Terminal Mobility-Enabled Computing Aware Traffic Steering using IP address anchoring,"The IETF CATS WG addresses the problem of how the network
   infrastructure can steer traffic between clients of a service and
   sites offering the service, considering both network metrics (such as
   bandwidth and latency), and compute metrics (such as processing,
   storage capabilities, and capacity).

   This document defines new extensions and procedures for a terminal
   connected to a network infrastructure, to benefit from transparent
   mobility management adapting to specific connectivity and computing
   requirements, so traffic is always steered to an instance meeting
   both requirements.  Both CATS-aware and -unaware terminals are
   considered.",https://datatracker.ietf.org/doc/draft-bernardos-cats-anchoring-terminal-mobility/,2026-09-20,
draft-bernardos-cats-ip-address-anchoring-05,draft-bernardos-cats-ip-address-anchoring,5,new-draft,ignored_after_review,ignored_after_review,0,none,Computing Aware Traffic Steering using IP address anchoring,"The IETF CATS WG addresses the problem of how the network
   infrastructure can steer traffic between clients of a service and
   sites offering the service, considering both network metrics (such as
   bandwidth and latency), and compute metrics (such as processing,
   storage capabilities, and capacity).

   This document defines new extensions for a terminal connected to a
   network infrastructure, to request a service with specific
   connectivity and computing requirements, so traffic is steered to an
   instance meeting both requirements.  Both CATS-aware and -unaware
   terminals are considered.  Exemplary signaling control messages and
   operation extending the well-known Proxy Mobile IPv6 protocol are
   also defined.",https://datatracker.ietf.org/doc/draft-bernardos-cats-ip-address-anchoring/,2026-09-20,
draft-bernardos-nmrg-agentic-network-optimization-01,draft-bernardos-nmrg-agentic-network-optimization,1,new-draft,adjacent_watchlist,agent_identity,2,none,Solutions for enabling agentic sensing with network optimization,"Integrated Sensing and Communications (ISAC) represents a paradigm
   shift in wireless networks, where sensing and communication functions
   are jointly designed and optimized.  By leveraging the same spectral
   and hardware resources, ISAC enables advanced capabilities such as
   environment perception, object tracking, and situational awareness,
   while maintaining efficient and reliable data transmission.  There
   are sensing scenarios and use cases that involve a distributed
   sensing task, in which multiple sensors participate and contribute
   with (raw or pre-processed) sensing data, which is processed by a
   sensing service (e.g., fusing sensing measurements from the different
   sensors).  This sensing service needs to be executed on some kind of
   sensing processing/computing function which receives raw (or
   preprocessed) data from multiple sources, potentially of different
   (heterogeneous) kinds (e.g., RF and non-RF sensing, or RF from
   different radio technologies).  This processing might impose time
   synchronization constraints on the reception of the different parts
   of data, as well as potentially specific computing and/or AI/ML
   capabilities on the processing node.

   The joint selection of sensing entities, processing locations, and
   network configuration under time-varying conditions results in a
   large, coupled, and non-stationary decision space.  These
   characteristics motivate the use of agentic AI to enable distributed,
   closed-loop configuration and reconfiguration of sensing and
   networking resources.

   This document presents initial considerations and potential solution
   directions for an architecture that enables the use of agentic AI for
   sensing (as an exemplary use case) supporting network optimization.",https://datatracker.ietf.org/doc/draft-bernardos-nmrg-agentic-network-optimization/,2026-09-20,
draft-bertoldi-regext-rdap-reliability-scoring-03,draft-bertoldi-regext-rdap-reliability-scoring,3,new-draft,ignored_after_review,ignored_after_review,0,none,RDAP Extension for Structured Reliability Assessment Metadata,"This document proposes an extension to the Registration Data Access
   Protocol (RDAP) that enables the representation and exchange of
   structured reliability assessment metadata for registrars and domain
   names.  The extension defines a structured assessment envelope
   through which an RDAP server can expose assessment results produced
   by a registry, registrar, or third-party assessor in a common,
   machine-readable format within RDAP responses.

   The extension standardizes how assessment results are transported and
   referenced, not how they are computed.  Scoring methodologies,
   thresholds, criteria, and governance frameworks are intentionally
   left to the operational and policy layer.  This document does,
   however, place requirements on the specification of any scheme whose
   results are intended for publication through RDAP, because publishing
   an evaluative judgement about an identified party without safeguards
   for notification, remediation, and contestation is not a safe
   practice.",https://datatracker.ietf.org/doc/draft-bertoldi-regext-rdap-reliability-scoring/,2026-09-20,
draft-besleaga-sustainability-wellknown-07,draft-besleaga-sustainability-wellknown,7,new-draft,ignored_after_review,ignored_after_review,0,none,The 'sustainability-data' Well-Known URI,"This document defines the ""sustainability-data"" well-known URI, at
   which a web origin publishes a single JSON document declaring the
   energy consumption, carbon footprint, and related environmental
   metrics of a reporting subject, typically the origin itself.  The
   declaration is described by formal schemas and located at a fixed
   path, so that it can be retrieved, validated, and ingested
   automatically.  It carries an optional embedded signature, may
   reference the declarations of upstream providers from which its
   figures derive, links to a methodology, and may link to third-party
   attestations.  The metrics are self-asserted claims of the publisher.
   This document registers the well-known URI and the media type
   application/sustainability-data+json.",https://datatracker.ietf.org/doc/draft-besleaga-sustainability-wellknown/,2026-09-20,
draft-bormann-jwp-modular-bbs-03,draft-bormann-jwp-modular-bbs,3,new-draft,read_now,verifiable_claims,14,none,BBS and Modular Sub-proofs with JSON Web Proofs,"This document defines a digital credential format that uses JSON Web
   Proofs (JWP) as its container format and Blind BBS Signatures as its
   signature scheme combined with a modular framework for attaching
   zero-knowledge sub-proofs.  This allows a Holder to reveal some
   attributes directly while proving predicates such as range or
   equality over the ones they keep hidden.  A credential can
   additionally be bound to a Holder-held device key, with possession of
   the key proven in every presentation without revealing the public key
   or signature.  Concrete sub-proof and device-binding constructions
   are not defined in this document, only the core serialization.  The
   credential type definition and data model follow SD-JWT VC.",https://datatracker.ietf.org/doc/draft-bormann-jwp-modular-bbs/,2026-09-20,
