versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-admnr-lsr-igp-measurement-group-02,draft-admnr-lsr-igp-measurement-group,2,new-draft,ignored_after_review,ignored_after_review,0,none,Advertising IGP Measurement Group using TLV,"This document defines an IS-IS capability sub-TLV for advertising
   measurement group membership for Active Measurement Protocols (AMPs)
   such as TWAMP and STAMP.  The mechanism allows IGP routers to
   discover other routers participating in different measurement groups,
   enabling automatic discovery of measurement endpoints across IGP
   areas.  The solution uses interface addresses (IPv4 or IPv6) to
   identify measurement group membership, where the same interface
   address may be used for multiple measurement groups.",https://datatracker.ietf.org/doc/draft-admnr-lsr-igp-measurement-group/,2026-07-13,
draft-agent-gw-02,draft-agent-gw,2,new-draft,adjacent_watchlist,ignored_after_review,2,none,Agent Communication Gateway for Semantic Routing and Working Memory,"This document presents an architectural framework for an Agent
   Communication Gateway (Agent-GW), designed to support large-scale,
   heterogeneous, and dynamic multi-agent collaboration across
   administrative and protocol boundaries.

   As agents evolve from isolated entities to a collaborative digital
   workforce, the infrastructure must transition from rigid, endpoint-
   based connectivity to intent-based interaction.  This draft proposes
   Agent-GW as an infrastructure hub that provides native primitives for
   Semantic Routing (dispatching tasks by intent and capability),
   Working Memory (shared structured context across multi-step
   workflows), automated protocol adaptation (normalizing heterogeneous
   interfaces into a unified agent-facing protocol), oracle-free agent
   evaluation, and collaborative inference acceleration via a Knowledge
   Delivery Network (KDN).

   Beyond a single-gateway deployment, this document defines a
   hierarchical architecture for wide-area, multi-domain agent networks:
   three gateway tiers (access, domain, and inter-domain).  It describes
   which traffic classes traverse which tiers on both the data plane and
   the control plane, and specifies cross-domain semantic routing, name
   resolution, resilience, and operational considerations.",https://datatracker.ietf.org/doc/draft-agent-gw/,2026-07-13,
draft-ajp-spring-srv6-mpte-00,draft-ajp-spring-srv6-mpte,0,new-draft,ignored_after_review,ignored_after_review,0,none,SRv6 for Multipath Traffic Engineering,"A Multipath Traffic Engineered Directed Acyclic Graph (MPTED) tunnel
   is a Traffic Engineering (TE) construct that enables weighted load
   balancing of unicast traffic across a constrained set of paths
   optimized for an objective.

   This document is informational and describes one realization approach
   for applying SRv6 semantics to MPTE, based on the Multipath Traffic
   Engineering Internet-Draft (draft-kompella-teas-mpte).  It
   summarizes associated procedures, lifecycle, management, and
   forwarding behavior.

   This document applies existing SRv6 architecture and semantics to
   MPTE without defining new SRv6 endpoint behaviors or signaling
   protocols.  It focuses on data-plane realization using existing
   forwarding instructions.",https://datatracker.ietf.org/doc/draft-ajp-spring-srv6-mpte/,2026-07-13,
draft-ali-6man-srv6-vpn-icmp-error-handling-04,draft-ali-6man-srv6-vpn-icmp-error-handling,4,new-draft,ignored_after_review,ignored_after_review,0,none,ICMP Error Handling in SRv6 based VPN Networks,"The document specifies procedures for handling ICMP error in
   SRv6-based Virtual Private Network (VPN).",https://datatracker.ietf.org/doc/draft-ali-6man-srv6-vpn-icmp-error-handling/,2026-07-13,
draft-ali-opsawg-yang-protobuf-problem-statement-00,draft-ali-opsawg-yang-protobuf-problem-statement,0,new-draft,ignored_after_review,ignored_after_review,0,none,Problem Statement: YANG Modeling for Protocol Buffer Based Network APIs,"Network devices increasingly expose management, telemetry, and
   dynamic service interfaces using gRPC and Protocol Buffers.  Many of
   these interfaces carry ephemeral or runtime state that is not
   intended to be stored as persistent configuration.  At the same time,
   the IETF has standardized YANG as the primary data modeling language
   for network management and operations.  This document describes the
   problem space and identifies questions for the IETF community
   regarding the role of YANG in defining interoperable Protocol Buffer
   based APIs.",https://datatracker.ietf.org/doc/draft-ali-opsawg-yang-protobuf-problem-statement/,2026-07-13,
draft-ali-pce-implicit-tls-profile-00,draft-ali-pce-implicit-tls-profile,0,new-draft,ignored_after_review,ignored_after_review,0,none,A Policy-Driven Implicit TLS Transport Profile for PCEP,"RFC 8253 specifies the use of Transport Layer Security (TLS) for the
   Path Computation Element Communication Protocol (PCEP) by negotiating
   TLS using the PCEP StartTLS message exchange.  This document
   specifies a deployment profile for PCEP in which TLS is initiated
   immediately following TCP connection establishment based on local
   policy.

   This document is intended to simplify deployments where secure
   transport is mandatory.",https://datatracker.ietf.org/doc/draft-ali-pce-implicit-tls-profile/,2026-07-13,
draft-autocrypt-openpgp-v2-cert-03,draft-autocrypt-openpgp-v2-cert,3,new-draft,ignored_after_review,ignored_after_review,0,none,Autocrypt v2 OpenPGP Certificates and Transferable Secret Keys,"This document describes the ""Autocrypt v2 Certificate"", a standard
   structure for an OpenPGP certificate for Internet messaging.  It
   offers defense against store-now-decrypt-later attacks from quantum
   computers through post-quantum hybrid cryptography.  It also enables
   reliable deletion (""Forward Secrecy"") of received messages even when
   adversaries capture encrypted messages in transit and later
   compromise the user's message archive and secret keys.  The design
   uses deterministically ratcheted rotating encryption subkeys with
   predictable expiration combined with coordinated secret key material
   destruction.  This document also describes the structure, use, and
   maintenance of the OpenPGP Transferable Secret Key that corresponds
   with the Autocrypt v2 Certificate.",https://datatracker.ietf.org/doc/draft-autocrypt-openpgp-v2-cert/,2026-07-13,
draft-bdnr-rats-trustworthy-credentials-01,draft-bdnr-rats-trustworthy-credentials,1,new-draft,read_now,trust_infrastructure,11,none,Trustworthy Enrollment of Secure Credentials,"To be written last

   There is a large class of ""RATS-Unaware"" Relying Parties (RUPs) that
   Attesters nevertheless need to interoperate with.  Existing deployed
   services, which precede the introduction of Remote Attestation, are
   often difficult to change/update in significant ways due to
   regulatory and cryptographic review policies.  Yet there are
   significant advantages if clients can be incrementally updated in the
   trustworthiness of the platform.

   This document details a protocol by which the trusthworthiness of an
   Attesters is reviewed as part of the process of it being provided
   with some form of an Identity Document (a key, or a credential) to
   authenticate to RUPs.

   This specification illustrates how the RATS Architecture can be
   applied to interoperate with RUPs by providing Attesters with such
   Identity Documents.",https://datatracker.ietf.org/doc/draft-bdnr-rats-trustworthy-credentials/,2026-07-13,
draft-becker-cnsa2-ssh-profile-04,draft-becker-cnsa2-ssh-profile,4,new-draft,ignored_after_review,ignored_after_review,0,none,Commercial National Security Algorithm (CNSA) Suite 2.0 Profile for SSH,"This document defines a base profile of SSH for use with the US
   Commercial National Security Algorithm (CNSA) 2.0 Suite, a
   cybersecurity advisory published by the United States Government
   which outlines quantum-resistant cryptographic algorithm policy for
   US national security applications.

   This profile applies to the capabilities, configuration, and
   operation of all components of US National Security Systems that
   employ SSH.  It is also appropriate for all other U.S.  Government
   systems that process high-value information.

   This memo is not an IETF standard, and has not been shown to have
   IETF community consensus.  This profile is made publicly available
   for use by developers and operators of these and any other system
   deployments.",https://datatracker.ietf.org/doc/draft-becker-cnsa2-ssh-profile/,2026-07-13,
draft-beeram-teas-yang-mpted-04,draft-beeram-teas-yang-mpted,4,new-draft,adjacent_watchlist,adjacent_watchlist,3,none,A YANG Data Model for Multipath Traffic Engineering Directed Acyclic Graph (MPTED) Tunnels and Junctions,"This document defines a YANG data model for representing, retrieving,
   and manipulating Multipath Traffic Engineering Directed Acyclic Graph
   (MPTED) Tunnels and Junctions.  The model includes two YANG modules,
   one for managing MPTED Tunnels on an MPTED tunnel originator node and
   the other for managing MPTED Junctions on an MPTED junction node.",https://datatracker.ietf.org/doc/draft-beeram-teas-yang-mpted/,2026-07-13,
