versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-altanai-aipref-realtime-protocol-bindings-01,draft-altanai-aipref-realtime-protocol-bindings,1,new-draft,monitor,ai_infrastructure,5,none,AI Preferences for Real-Time Protocol Bindings,"This document defines how Artificial Intelligence (AI) preference
   expressions are bound to signaling and media protocols used for real-
   time, session-based communications such as the Session Initiation
   Protocol (SIP) and associated Session Description Protocol (SDP)
   offers.  It specifies a reusable binding model, concrete SIP header
   field conventions, and SDP attributes that allow endpoints,
   intermediary services, and AI assistants to advertise, negotiate, and
   enforce requirements about AI-driven processing of session metadata,
   media control events, and telemetry.  The goal is to align real-time
   protocol behavior with the AI Preferences (AIPREF) vocabulary without
   disrupting existing call control semantics.",https://datatracker.ietf.org/doc/draft-altanai-aipref-realtime-protocol-bindings/,2026-08-05,
draft-altanai-moq-relay-geocode-02,draft-altanai-moq-relay-geocode,2,new-draft,ignored_after_review,ignored_after_review,0,none,Geographic Location for Media over QUIC Relays,"This document defines a mechanism for Media over QUIC (MoQ) relays to
   advertise their geographic location (geocode) and related path
   metrics.  Some clients require their media data to remain locally or
   geo-fenced within specific jurisdictions for privacy and security
   compliance (e.g., GDPR, HIPAA, or sector-specific regulations).  This
   mechanism enables service providers to track the geographic path of
   media packets through the relay mesh and to enforce geo-fencing
   policies.  It supports Geo-Distributed Orchestration and Routing
   (GDOR), data residency compliance, latency optimization, and relay
   selection.  The specification includes optional IATA airport codes as
   human-readable geographic identifiers for major relay locations.",https://datatracker.ietf.org/doc/draft-altanai-moq-relay-geocode/,2026-08-05,
draft-amalj-sustain-shape-03,draft-amalj-sustain-shape,3,new-draft,ignored_after_review,ignored_after_review,0,none,Sustainability holistic API for Path Energy Evaluation (SHAPE),"This document describes an API to query a network regarding its
   Energy Traffic Ratio and other sustainability-related metrics for a
   given network path.",https://datatracker.ietf.org/doc/draft-amalj-sustain-shape/,2026-08-05,
draft-benaudis-iic-credential-00,draft-benaudis-iic-credential,0,new-draft,read_now,core_identity,7,none,"The Internet Identity Card (IIC) Credential Format: A Self-Contained, Offline-Verifiable Identity Credential with Hybrid Classical and Post-Quantum Signatures","This document describes the Internet Identity Card (IIC) credential
   format, version 9.0: a digital identity credential implemented as a
   single self-contained HTML file that can be generated, stored,
   transferred, and cryptographically verified entirely offline, without
   servers, brokers, or network connectivity.  Identity data is
   encrypted with AES-256-GCM under keys derived by Argon2id;
   authenticity is provided by a hybrid signature combining ECDSA P-256
   with ML-DSA-65 (NIST FIPS 204) under a crypto-agile suite registry;
   and integrity is provided by an embedded SHA-256 self-check over a
   canonical serialization of the document.  Each exported credential
   embeds its own verification engine, so verification requires only a
   standard web browser.  This document is published for informational
   purposes, to describe a deployed format whose underlying
   constructions are disclosed as open prior art.",https://datatracker.ietf.org/doc/draft-benaudis-iic-credential/,2026-08-05,
draft-bonica-tcpm-tcp-ao-long-algs-05,draft-bonica-tcpm-tcp-ao-long-algs,5,new-draft,adjacent_watchlist,core_identity,3,none,Cryptographic Algorithms That Produce 256-bit MACs For Use With TCP-AO,"RFC5926 creates a list of cryptographic algorithms that can be used
   with TCP-AO.  This document expands that list, adding two Message
   Authentication Code (MAC) algorithms, HMAC-SHA256 and KMAC256.  For
   each MAC algorithm, a corresponding Key Derivation Function (KDF) is
   also added.

   The MAC algorithms described by this document produce 256-bit (i.e.,
   32-byte) MACs.  When 32-byte MACs are encoded in TCP-AO, the TCP-AO
   consumes 36 of the 40 bytes available for TCP options.",https://datatracker.ietf.org/doc/draft-bonica-tcpm-tcp-ao-long-algs/,2026-08-05,
draft-bortzmeyer-dnsop-poisonlicious-05,draft-bortzmeyer-dnsop-poisonlicious,5,new-draft,ignored_after_review,ignored_after_review,0,none,Synchronizing caches of DNS resolvers,"Networks of cooperating and mutually trusting DNS resolvers could
   benefit from cache sharing, where one resolver would distribute the
   result of a resolution to other resolvers.  This document
   standardizes a protocol to do so.",https://datatracker.ietf.org/doc/draft-bortzmeyer-dnsop-poisonlicious/,2026-08-05,
draft-bu-agentproto-security-principal-binding-04,draft-bu-agentproto-security-principal-binding,4,new-draft,read_now,core_identity,15,none,Security Principal and Verifier Binding for Agent Communication Protocols,"Agent communication protocols often carry claims about user
   authority, agent instance identity, tool or external-resource
   identity, delegation state, session continuity, and action evidence.
   These claims have different verifiers, freshness requirements,
   failure modes, and security consequences.  If they are collapsed into
   a single token, identity label, session identifier, or audit record,
   protocol text can accidentally imply more authority or accountability
   than the receiver can actually verify.

   This document defines a verifier-facing model for separating those
   claims.  It provides a reusable matrix format that protocol authors
   can use to state, for each security-relevant claim, which field
   carries it, which party verifies it, what binding or freshness rule
   applies, what failure behavior is required when the claim is absent,
   stale, inconsistent, or not verifiable, and what constrained result
   an application may consume after successful verification.  It also
   separates specification status, implementation status, and evidence
   type so that reviewers can distinguish current protocol text,
   implementation evidence, inherited mechanisms, and architectural
   assumptions.  The document is protocol-neutral.  It is intended to
   help compare candidate agent communication drafts and to provide
   security-considerations and requirements text for agent session and
   delegation binding.",https://datatracker.ietf.org/doc/draft-bu-agentproto-security-principal-binding/,2026-08-05,
draft-carleton-workload-authz-grant-00,draft-carleton-workload-authz-grant,0,new-draft,read_now,core_identity,19,none,Workload Authorization Grant,"This document profiles the Agent Identity Management System (AIMS)
   framework for agent platforms that host many agent instances per
   customer.  Each agent is identified by an opaque, non-reassignable
   agent identifier; the agent obtains access tokens by presenting a JWT
   authorization grant (RFC 7523), signed by the platform's per-tenancy
   issuer, in the assertion parameter at the authorization server
   protecting the resource server.  Trust is established once, by
   reference to the issuer's published metadata and keys; agent creation
   requires no per-agent step at the authorization server or resource
   server; and authorization is expressed over platform-asserted agent
   properties that resource servers map locally to permissions.  This
   profile addresses agents acting on their own behalf; access on behalf
   of a user or other principal is out of scope, though the design is
   intended to compose with existing delegation mechanisms in which the
   agent appears as the actor.",https://datatracker.ietf.org/doc/draft-carleton-workload-authz-grant/,2026-08-05,
draft-carpenter-rswg-authoring-ethics-06,draft-carpenter-rswg-authoring-ethics,6,new-draft,ignored_after_review,ignored_after_review,0,none,Principles and Guidelines for Assignment of RFC Authorship,"This document discusses principles and guidelines for assigning
   authorship in RFC documents, including guidelines for the use of
   software tools during document preparation, and for inclusion of
   material from other sourcess.  An important focus is on authors'
   responsibility for the content.  The document also discusses the
   related issues of acknowledgements, editors and contributors.  The
   various RFC streams are expected to apply these guidelines, and
   possibly define their own variations, which will have priority.",https://datatracker.ietf.org/doc/draft-carpenter-rswg-authoring-ethics/,2026-08-05,
draft-chapman-a2a-mls-03,draft-chapman-a2a-mls,3,new-draft,read_now,core_identity,10,none,End-to-End Encryption and Purpose-Bound Governance for Agent-to-Agent Messaging,"Agent-to-agent protocols increasingly carry messages between
   autonomous software agents acting on behalf of distinct principals,
   including across organisational boundaries.  Existing protocols in
   this space secure the transport hop and authenticate the calling
   party, but do not provide message-level confidentiality, do not
   provide non-repudiable evidence of what a counterparty asserted, and
   do not carry machine-enforceable constraints on how a recipient may
   use the data conveyed.

   This document specifies a profile that addresses those three gaps.
   It defines a Governed Object: a signed, purpose-bound, expiring
   message envelope identified by a decentralised identifier.  It
   specifies how such objects are exchanged inside end-to-end encrypted
   sessions established using the Messaging Layer Security (MLS)
   protocol [RFC9420], and how the MLS credential is cryptographically
   bound to the sending agent's identity.  It defines the encapsulation
   of these constructs as an extension to an agent-to-agent transport,
   using the Agent2Agent (A2A) protocol [A2A] as the reference binding,
   and specifies mandatory receiver-side processing rules including
   replay rejection and purpose enforcement.",https://datatracker.ietf.org/doc/draft-chapman-a2a-mls/,2026-08-05,
draft-chapman-a2a-offline-delivery-00,draft-chapman-a2a-offline-delivery,0,new-draft,adjacent_watchlist,ignored_after_review,2,none,Offline Delivery and Reachability for Agent-to-Agent Messaging,"Agent-to-agent protocols assume a live HTTP or streaming hop.  Many
   deployments cannot keep every agent always reachable: devices sleep,
   cost tiers duty-cycle backends, and operators park agents outside
   business hours.  Senders need a machine-readable asleep signal, a
   bounded expectation for store-and-forward, and validation rules so an
   offline agent is not a spam sink and does not act on forged or
   expired messages after wake.

   This document profiles offline delivery and reachability for A2A-
   style JSON-RPC messaging.  It defines abstract reachability modes, an
   asleep refusal signal, queue bounds and distinct queue-full errors,
   validate-on-dequeue requirements, and split delivery semantics
   (durable persist versus notify).  It is independent of Messaging
   Layer Security (MLS) grouping; deployments that also use [GOMLS] MAY
   apply both profiles.",https://datatracker.ietf.org/doc/draft-chapman-a2a-offline-delivery/,2026-08-05,
draft-correctover-ccs-01,draft-correctover-ccs,1,new-draft,read_now,authorization,10,none,Correctover Conformance Shape (CCS): A Receipt and Binding Specification for Agent Runtime Verification,"The Correctover Conformance Shape (CCS) defines a tamper-evident
   receipt schema and a set of cryptographic bindings that together
   constitute a verifiable conformance record for an agent runtime's
   decision to permit, deny, or escalate a tool invocation.  CCS is
   designed as a one-receipt-per-invocation object that can be consumed
   by an executor-side Action Evidence Boundary (AEB), providing the
   request_hash, response_hash, runtime_context_hash, action binding,
   params_hash binding, issuer, audience, nonce/sequence, freshness, and
   config_hash fields that the AEB processing model requires as native
   inputs.

   This document specifies the CCS Receipt Schema, the Canonical
   Configuration model, the nine binding mechanisms, key management,
   transport requirements, verifier source classification, conformance
   levels, and negative test cases.  It is intended to enable a reader
   such as the author of the Action Evidence Boundary specification to
   evaluate whether and how a CCS receipt can be mapped into an
   Authorization Evidence Chain (AEC) component.",https://datatracker.ietf.org/doc/draft-correctover-ccs/,2026-08-05,
draft-cz-bier-bgp-ls-bier-te-ext-07,draft-cz-bier-bgp-ls-bier-te-ext,7,new-draft,ignored_after_review,ignored_after_review,0,none,BGP-LS extensions for BIER-TE,"BIER-TE forwards and replicates packets based on a BitString in the
   packet header, but every BitPosition of the BitString of a BIER-TE
   packet indicates one or more adjacencies.

   BGP Link-State (BGP-LS) enables the collection of various topology
   informations from the network, and the topology informations are used
   by the PCE to calculate the path and then propagate them onto the
   BFRs(instead of having each node to calculate on its own) and that
   can be for both inter-as and intra-as situations.

   This document specifies extensions to the BGP Link-state address-
   family in order to advertise BIER-TE informations.",https://datatracker.ietf.org/doc/draft-cz-bier-bgp-ls-bier-te-ext/,2026-08-05,
draft-diaconu-agents-authz-info-sharing-01,draft-diaconu-agents-authz-info-sharing,1,new-draft,read_now,core_identity,13,none,Cross-Domain AuthZ Information sharing for Agents,"Distributed Multi-Agent Systems consist of Agents and MCP Servers
   operating across multiple administrative domains, each with its own
   Identity Providers (IdPs) and Authorization Servers (AS).

   This document discusses the challenges and solution approaches for
   sharing authorization information securely and flexibly across
   domains, including the use of dynamic identity, interoperable claims,
   and verifiable credentials.",https://datatracker.ietf.org/doc/draft-diaconu-agents-authz-info-sharing/,2026-08-05,
draft-dikshit-cats-oam-usecases-00,draft-dikshit-cats-oam-usecases,0,new-draft,adjacent_watchlist,ignored_after_review,2,none,"Use Cases and Requirements for Computing-Aware Traffic Steering (CATS) Operations, Administration, and Maintenance (OAM)","[I-D.ietf-cats-oam-fw] defines a framework for Operations,
   Administration, and Maintenance (OAM) in Computing-Aware Traffic
   Steering (CATS) networks, introducing Instance OAM and Service OAM
   as new components alongside traditional Link and Path OAM, and
   specifying high-level requirements (O-REQ, A-REQ, M-REQ) for each.
   As with the base CATS work, where
   [I-D.ietf-cats-usecases-requirements] separately catalogued problem
   statement, use cases, and requirements alongside
   [I-D.ietf-cats-framework], the OAM framework similarly benefits
   from a companion document grounding its requirements in concrete
   operator scenarios.

   This document fills that gap.  It presents five use cases for CATS
   OAM -- multi-domain compute-node failure detection, SLA
   verification that closes the loop with metric-driven traffic-
   steering decisions, demarcation of network-path faults from
   compute-instance faults, OAM-triggered fallback steering, and
   multi-vendor Compute-Service Metric Agent (C-SMA) interoperability
   verification -- and maps each to the Link/Path/Instance/Service OAM
   layering and O-REQ/A-REQ/M-REQ requirement categories defined in
   [I-D.ietf-cats-oam-fw].",https://datatracker.ietf.org/doc/draft-dikshit-cats-oam-usecases/,2026-08-05,
draft-eastlake-dnssd-rfc2931bis-sigzero-02,draft-eastlake-dnssd-rfc2931bis-sigzero,2,new-draft,adjacent_watchlist,core_identity,3,none,"Domain Name System (DNS) Public Key Based Request and Transaction Authentication (SIGZERO, SIG(0))","This document specifies the SIGZERO and SIG(0) Domain Name System
   (DNS) Resource Records (RRs) which provide public key based
   authentication of DNS requests and transactions.  SIGZERO is the
   RECOMMENDED option.  This document obsoletes RFC 2931.",https://datatracker.ietf.org/doc/draft-eastlake-dnssd-rfc2931bis-sigzero/,2026-08-05,
draft-fengfar-led-00,draft-fengfar-led,0,new-draft,adjacent_watchlist,ignored_after_review,2,none,Dealing with LLMs in IETF Discussions,"The rapid adoption of AI language tools has prompted concern across
   professional and technical communities, including the IETF, about
   authenticity, accountability, and the integrity of human
   contribution.  This document approaches the question from two
   directions: a critical reader's concerns about what AI use means for
   IETF discussion, and a practitioner's account of how AI is currently
   being used in IETF discussions.  We aim to explore some of the issues
   arising, and perhaps make some specific (but tentative)
   recommendations, but the main recommendation is that the IETF should
   develop guidelines for use of AI tooling when engaging in IETF
   discussions.",https://datatracker.ietf.org/doc/draft-fengfar-led/,2026-08-05,
draft-ferguson-gpt-00,draft-ferguson-gpt,0,new-draft,ignored_after_review,ignored_after_review,0,none,GPT: Generic Protocol Type,"This document specifies GPT (Generic Protocol Type), a convention by
   which an HTTP address publishes the JSON Schema of the action it
   accepts, and accepts that action as a request body validated against
   the same schema.  A client retrieves the schema at the moment of
   contact, produces a conforming value, and submits it unchanged.  No
   client library, prior registration, or separate description of the
   capability is required.  The schema serves as both the published
   description and the server-side check, so the two cannot diverge.",https://datatracker.ietf.org/doc/draft-ferguson-gpt/,2026-08-05,
draft-ferro-schrock-memory-projection-record-01,draft-ferro-schrock-memory-projection-record,1,new-draft,read_now,adjacent_watchlist,10,none,Signed Memory Projection Records for Verifiable AI Context Delivery,"Encrypted and signed memory objects can establish source integrity,
   authorship, and read-time trust without establishing which exact
   bytes a memory adapter selected and delivered to a downstream AI
   system.  This document specifies a provider-neutral signed Memory
   Projection Record.  The record commits to the recall request and
   selection policy, the read-time keyring snapshot, the ordered source
   objects and exact context fragments delivered, the complete
   projection bytes, and summarized exclusions.  It deliberately does
   not claim that a model received, used, or weighted the projection,
   that an action was authorized, or that an outcome occurred.
   ApertoMemory is one source profile; other memory formats can use the
   same projection boundary.",https://datatracker.ietf.org/doc/draft-ferro-schrock-memory-projection-record/,2026-08-05,
draft-flores-aidp-provenance-00,draft-flores-aidp-provenance,0,new-draft,read_now,core_identity,17,none,The AIDP Provenance Seal and Serving Register,"A response served by an inference provider carries no verifiable
   statement of what produced it.  A recipient cannot determine which
   model generated a given output, nor whether the endpoint that served
   it was authorized by the party whose name is on it.  Attribution
   today rests on the serving party's own account of events, offered
   after the fact and at its own discretion.

   This document specifies two mechanisms that together make that
   determination decidable by a recipient.  The Provenance Seal is a
   detached signature by which a provider binds a model identifier, its
   own identity, and a timestamp to the exact bytes of a served
   response.  The Serving Register is a signed document listing, for
   each provider, the endpoints authorized to serve its models, the
   public keys that validate its seals, and whether the provider
   declares that it seals every response.  A DNS record under the
   provider's own domain binds that domain to its register entry and to
   its declared sealing policy, so that a suppressed seal is detectable
   rather than merely absent.

   The design follows electronic mail authentication: the seal is
   patterned on DKIM, the register on SPF, and the declared sealing
   policy on the published policy record of DMARC.",https://datatracker.ietf.org/doc/draft-flores-aidp-provenance/,2026-08-05,
draft-fossati-seat-early-attestation-06,draft-fossati-seat-early-attestation,6,new-draft,monitor,core_identity,6,none,Using Attestation in Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS),"The TLS handshake protocol allows authentication of one or both peers
   using static, long-term credentials.  In some cases, it is also
   desirable to ensure that the peer runtime environment is in a secure
   state.  Such an assurance can be achieved using remote attestation
   which is a process by which an entity produces Evidence about itself
   that another party can use to appraise whether that entity is found
   in a secure state.  This document describes a TLS extension that
   enables the negotiation and binding of the TLS authentication key to
   a remote attestation session.  This enables an entity capable of
   producing attestation Evidence, such as a confidential workload
   running in a Trusted Execution Environment (TEE), or an IoT device
   that is trying to authenticate itself to a network access point, to
   present a more comprehensive set of security metrics to its peer.
   This extension has been designed to allow the peers to use any
   attestation technology, in any remote attestation topology, and to
   use them mutually.",https://datatracker.ietf.org/doc/draft-fossati-seat-early-attestation/,2026-08-05,
draft-gao-grow-bmp-config-monitor-tlv-01,draft-gao-grow-bmp-config-monitor-tlv,1,new-draft,ignored_after_review,ignored_after_review,0,none,BMP Extension for Configuration Monitoring TLV,"This document defines two types of BMP extended TLV, which are used
   to carry configuration information and configuration effective time
   related to BGP route changes.  Through this extension, the BGP
   monitoring platform can associate various BGP events with
   configuration operations, providing traceable evidence for
   identifying network failures caused by configuration changes.",https://datatracker.ietf.org/doc/draft-gao-grow-bmp-config-monitor-tlv/,2026-08-05,
draft-gazitt-oauth-authzen-issuance-00,draft-gazitt-oauth-authzen-issuance,0,new-draft,read_now,authorization,11,none,AuthZEN Profile for OAuth 2.0 Token Issuance,"Numerous OAuth 2.0 specifications define a moment at which an
   authorization server decides whether to issue a security token, and
   each of them declares the decision itself to be a matter of local
   policy that is out of scope.  The result is that a decision common to
   every OAuth deployment has no interoperable expression.

   This document defines a profile for using the OpenID AuthZEN
   Authorization API to externalize that decision to a Policy Decision
   Point.  It specifies how the inputs to a token issuance request map
   onto AuthZEN's mandatory five-tuple, how a Policy Decision Point
   response may shape the issued token, and how the two parties discover
   each other's capabilities.

   The mapping is complete for grants whose request names a single party
   and a single target, including the authorization code and client
   credentials grants.  Companion documents bind the grant families that
   add structure this document does not model, the token exchange family
   first among them.",https://datatracker.ietf.org/doc/draft-gazitt-oauth-authzen-issuance/,2026-08-05,
draft-gazitt-oauth-authzen-token-exchange-00,draft-gazitt-oauth-authzen-token-exchange,0,new-draft,read_now,authorization,9,none,AuthZEN Binding for OAuth 2.0 Token Exchange,"OAuth 2.0 Token Exchange (RFC 8693) defines the moment at which an
   authorization server decides whether one party may obtain a token to
   act as, or on behalf of, another.  It states that the decision is
   governed by policy, and does not define that policy.  The
   specifications layered on top of it - identity chaining, identity
   assertion authorization grants, and transaction tokens - inherit the
   same seam.

   This document binds those flows to the AuthZEN profile for OAuth 2.0
   token issuance.  It specifies how a token exchange request is derived
   into AuthZEN evaluation requests, how the authority of the requesting
   party is expressed as a decision distinct from the authority being
   delegated, and what each of the token types layered on token exchange
   contributes to that mapping.",https://datatracker.ietf.org/doc/draft-gazitt-oauth-authzen-token-exchange/,2026-08-05,
