versioned_name,base_name,version,status,bucket,category,relevance_score,group_name,title,abstract,datatracker_url,date_seen,error
draft-abinabraham-vrrp-unicast-02,draft-abinabraham-vrrp-unicast,2,new-draft,ignored_after_review,ignored_after_review,0,none,Unicast Support for the Virtual Router Redundancy Protocol (VRRP),"The Virtual Router Redundancy Protocol (VRRP) Version 3 as specified
   in RFC 9568 assumes multicast operation on a shared LAN.  Some
   deployments require the VRRP first-hop redundancy function but cannot
   use multicast delivery for VRRP advertisements.  This document
   updates RFC 9568 by defining an optional configured unicast mode for
   VRRP Version 3 in which advertisements are sent to configured peer
   addresses rather than to the VRRP multicast group.  The VRRP packet
   format, state machine, protocol number, virtual IP semantics, and
   Virtual Router MAC behavior remain unchanged from RFC 9568.",https://datatracker.ietf.org/doc/draft-abinabraham-vrrp-unicast/,2026-08-14,
draft-ackerman-temporal-integrity-metadata-01,draft-ackerman-temporal-integrity-metadata,1,new-draft,adjacent_watchlist,trust_infrastructure,3,none,Temporal Integrity Metadata (TIM) for Infrastructure Telemetry,"Distributed computing systems generate timestamped events from
   components whose clocks operate under fundamentally different
   synchronization conditions.  Existing logging and observability
   standards -- including legacy BSD syslog (RFC 3164), RFC 5424,
   SNMP, NETCONF, and OpenTelemetry -- define message formats and
   telemetry schemas but provide no standard mechanism for an event
   source to declare the provenance, confidence, or synchronization
   state of its timestamps.  Every platform that must correlate events
   across components independently invents a proprietary temporal
   reconciliation layer.  These systems fail silently, cannot be
   validated against a published standard, and are not interoperable.

   This document defines Temporal Integrity Metadata (TIM): a transport-
   agnostic structure that any event-emitting system may attach to its
   telemetry to declare how its timestamp was generated, the
   synchronization state of its clock, a bounded uncertainty interval,
   the temporal reference domain, and a monotonic sequence token for
   ordering events when wall-clock time is unavailable.  TIM is
   backward-compatible with existing protocols, implementable on
   constrained embedded hardware, and applicable from internet-scale
   distributed services to air-gapped and orbital deployments.",https://datatracker.ietf.org/doc/draft-ackerman-temporal-integrity-metadata/,2026-08-14,
draft-attoumani-ietf-inclusion-05,draft-attoumani-ietf-inclusion,5,new-draft,ignored_after_review,ignored_after_review,0,none,The IETF is for Everyone: Toward Inclusive and Equitable Participation in Internet Governance,"This document aims to foster a deeper reflection within the IETF
   community on inclusive participation, equitable access, and the
   implications of global meeting venue selections on diverse
   contributors.  It seeks to complement existing RFCs by proposing
   additional dialogue, tools, and evaluation mechanisms, while also
   highlighting the shared responsibility of underrepresented regions in
   mobilizing local stakeholders to engage with the IETF.  This draft
   includes concrete proposals, metrics, and an implementation roadmap
   to move from discussion to action.",https://datatracker.ietf.org/doc/draft-attoumani-ietf-inclusion/,2026-08-14,
draft-bradleyb-audit-decision-records-00,draft-bradleyb-audit-decision-records,0,new-draft,read_now,authorization,8,none,"Signed Decision Records for Agent Authorization: Disclosures, Entry Emission, and Ordering Evidence","Audit systems for autonomous agents commonly record the actions an
   agent performed.  This makes the non-occurrence of a permitted action
   unrepresentable: when nothing happens, there is no action to emit
   anything.  This document describes an evidence model that records the
   authorization decision rather than the action.  A decision exists
   whether or not the action follows, so denials, expiries, and
   commitments that were granted and never honoured remain
   representable.

   The document defines four disclosures that make a decision record
   independently evaluable, an entry-emission rule for states a relying
   party may need to reason about, and the evidentiary basis for claims
   that a decision preceded its effect.  It distinguishes
   correspondence, where two records agree about what happened, from
   precedence, where the order of decision and effect is established,
   and it requires records to state which of the two they carry.",https://datatracker.ietf.org/doc/draft-bradleyb-audit-decision-records/,2026-08-14,
draft-bu-agentproto-security-principal-binding-05,draft-bu-agentproto-security-principal-binding,5,new-draft,read_now,core_identity,15,none,Security Principal and Verifier Binding for Agent Communication Protocols,"Agent communication protocols often carry claims about user
   authority, agent instance identity, tool or external-resource
   identity, delegation state, session continuity, and action evidence.
   These claims have different verifiers, freshness requirements,
   failure modes, and security consequences.  If they are collapsed into
   a single token, identity label, session identifier, or audit record,
   protocol text can accidentally imply more authority or accountability
   than the receiver can actually verify.

   This document defines a verifier-facing model for separating those
   claims.  It provides a reusable matrix format that protocol authors
   can use to state, for each security-relevant claim, which field
   carries it, which party verifies it, what binding or freshness rule
   applies, what failure behavior is required when the claim is absent,
   stale, inconsistent, or not verifiable, and what constrained result
   an application may consume after successful verification.  It also
   separates specification status, implementation status, and evidence
   type so that reviewers can distinguish current protocol text,
   implementation evidence, inherited mechanisms, and architectural
   assumptions.  The document is protocol-neutral.  It is intended to
   help compare candidate agent communication drafts and to provide
   security-considerations and requirements text for agent session and
   delegation binding.

   The document also defines row-outcome semantics and dependency-
   closure rules for composed mappings.  These rules prevent a composite
   result from becoming stronger than its verified inputs, distinguish
   failed checks, unsupported verifier capabilities, checks skipped
   after a failed prerequisite, and unavailable or ambiguous inputs,
   propagate transitive dependency failures, and make cyclic, stale,
   downgraded, or revision-incoherent dependencies visible to reviewers.",https://datatracker.ietf.org/doc/draft-bu-agentproto-security-principal-binding/,2026-08-14,
draft-calabria-bmwg-ai-fabric-inference-bench-04,draft-calabria-bmwg-ai-fabric-inference-bench,4,new-draft,adjacent_watchlist,adjacent_watchlist,2,none,Benchmarking Methodology for AI Inference Serving Network Fabrics,"This document defines benchmarking terminology, methodologies, and
   Key Performance Indicators (KPIs) for evaluating Ethernet-based AI
   inference serving network fabrics.  As Large Language Model (LLM)
   inference deployments scale to disaggregated prefill/decode
   architectures spanning hundreds or thousands of accelerators (GPUs/
   XPUs), the interconnect fabric determines Time to First Token (TTFT),
   Inter-Token Latency (ITL), and aggregate throughput in tokens per
   second (TPS).  This document establishes vendor-independent,
   reproducible test procedures for benchmarking fabric-level
   performance under realistic AI inference workloads.

   Coverage includes RDMA-based KV cache transfer between disaggregated
   prefill and decode workers, Mixture-of-Experts (MoE) expert
   parallelism AllToAll communication, request routing and load
   balancing for inference serving, congestion management under bursty
   inference traffic patterns, and scale/soak testing.  The methodology
   enables direct comparison across NIC transport stacks (RoCEv2 and
   UET) and fabric architectures.

   This document is a companion to the AI training fabric benchmarking
   methodology, which addresses training workloads.",https://datatracker.ietf.org/doc/draft-calabria-bmwg-ai-fabric-inference-bench/,2026-08-14,
draft-calabria-bmwg-ai-fabric-terminology-04,draft-calabria-bmwg-ai-fabric-terminology,4,new-draft,adjacent_watchlist,ignored_after_review,2,none,Benchmarking Terminology for AI Network Fabrics,"This document defines benchmarking terminology for evaluating
   Ethernet-based network fabrics used in distributed Artificial
   Intelligence (AI) training and inference workloads.  It consolidates
   and extends terms from ""Benchmarking Terminology for Network
   Interconnect Devices"" (RFC 1242) and ""Data Center Benchmarking
   Terminology"" (RFC 8238).  Definitions cover collective communication
   primitives, RDMA transport mechanisms (RoCEv2 and Ultra Ethernet
   Transport), congestion control behaviors, AI-specific Key Performance
   Indicators (KPIs), and fabric topology concepts.

   This document is a companion to the AI training and inference fabric
   benchmarking methodology documents.  Those documents are intended to
   be read together with the terminology defined here.  Where
   definitions herein overlap with the foundational benchmarking
   terminology in RFC 1242 or RFC 8238, this document provides AI fabric
   context extensions and refinements; the foundational definitions in
   those RFCs remain authoritative for general network benchmarking.",https://datatracker.ietf.org/doc/draft-calabria-bmwg-ai-fabric-terminology/,2026-08-14,
draft-calabria-bmwg-ai-fabric-training-bench-04,draft-calabria-bmwg-ai-fabric-training-bench,4,new-draft,monitor,ai_infrastructure,5,none,Benchmarking Methodology for AI Training Network Fabrics,"This document defines benchmarking terminology, methodologies, and
   Key Performance Indicators (KPIs) for evaluating Ethernet-based AI
   training network fabrics.

   As large-scale distributed Artificial Intelligence / Machine Learning
   (AI/ML) training clusters grow to tens of thousands of accelerators
   (GPUs or generic accelerator processing units (XPUs)), the backend
   network fabric determines Job Completion Time (JCT), training
   throughput, and accelerator utilization.

   This document establishes vendor-independent, reproducible test
   procedures for benchmarking fabric-level performance under realistic
   AI training workloads.  The tests cover Remote Direct Memory Access
   (RDMA) over Converged Ethernet version 2 (RoCEv2) transport, the
   Ultra Ethernet Transport (UET) protocol defined by the Ultra Ethernet
   Consortium (UEC) Specification 1.0, congestion management (Priority
   Flow Control (PFC), Explicit Congestion Notification (ECN), Data
   Center Quantized Congestion Notification (DCQCN), Credit-Based Flow
   Control (CBFC)), load balancing strategies (Equal-Cost Multi-Path
   (ECMP), Dynamic Load Balancing (DLB), packet spraying), collective
   communication patterns (AllReduce, AllToAll, AllGather), and scale/
   soak testing.

   The methodology enables direct, reproducible comparison across switch
   ASICs, NIC transport stacks (RoCEv2 and UET), and fabric
   architectures (2-tier Clos, 3-tier Clos, and rail-optimized).",https://datatracker.ietf.org/doc/draft-calabria-bmwg-ai-fabric-training-bench/,2026-08-14,
draft-chen-oauth-agent-authz-use-cases-02,draft-chen-oauth-agent-authz-use-cases,2,new-draft,read_now,authorization,11,none,Agent Authorization use cases and gap analysis,"This document provides a systematic analysis of these emerging agent-
   based use cases.  It categorizes them into distinct scenarios,
   details their specific authorization requirements, and performs a
   comprehensive gap analysis against the existing OAuth 2.0 framework
   [RFC6749] and its common extensions.  The analysis identifies
   fundamental mismatches, the goal of this document is to articulate
   these gaps clearly, providing a foundation for future work on new
   extensions within the OAuth Working Group to address the
   authorization needs of the next generation of ai agents.",https://datatracker.ietf.org/doc/draft-chen-oauth-agent-authz-use-cases/,2026-08-14,
draft-chueayen-attestation-receipts-02,draft-chueayen-attestation-receipts,2,new-draft,read_now,trust_infrastructure,11,none,Enforcement Attestation Receipts for AI Inference Decisions,"This document specifies a compact JSON attestation receipt for an AI
   inference decision.  A receipt binds an outcome to a request hash
   under a published Ed25519 public key, so a party that does not trust
   the issuer's infrastructure can still verify offline what the
   issuer's signing key attested was decided.  The format is
   intentionally small and version-selected, so independent verifiers
   stay easy to implement and audit.  It is intended for settings where
   an operator-controlled log is not, on its own, sufficient evidence of
   the decision.",https://datatracker.ietf.org/doc/draft-chueayen-attestation-receipts/,2026-08-14,
